2023.04.23;14:08:00;AI Doktor;Welcome, you are now talking to an AI doctor. As I am part of a scientific experiment, I would appreciate it if you could take the time to answer a super short questionnaire at the end of the interview. Tap Speak to ask your question and then tap Send to submit it to me.
2023.04.23;14:08:31;User;!!! Senden geklickt ohne Input !!!
2023.04.23;14:08:33;AI Doktor; Entschuldigung, aber ich kann nur medizinische Fragen beantworten. Bitte formulieren Sie Ihre Frage neu.
2023.04.23;14:09:05;User;!!! Senden geklickt ohne Input !!!
2023.04.23;14:09:08;AI Doktor; Entschuldigung, aber ich kann nur medizinische Fragen beantworten. Bitte formulieren Sie Ihre Frage neu und stellen Sie sicher, dass es sich um eine medizinische Frage handelt.
2023.04.23;14:09:33;User;!!! Senden geklickt ohne Input !!!
2023.04.23;14:09:35;AI Doktor; Entschuldigung, aber ich kann nur medizinische Fragen beantworten. Bitte stellen Sie eine Frage, anhand derer ich Ihnen helfen kann.
2023.04.23;14:10:10;User;!!! Senden geklickt ohne Input !!!
2023.04.23;14:10:12;AI Doktor; Entschuldigung, aber ich kann nur medizinische Fragen beantworten. Bitte stellen Sie eine Frage zu einem medizinischen Thema.
2023.04.23;14:10:32;User;!!! Senden geklickt ohne Input !!!
2023.04.23;14:10:35;AI Doktor; Entschuldigung, aber ich kann nur medizinische Fragen beantworten. Bitte formulieren Sie Ihre Frage neu und stellen Sie sicher, dass es sich um eine medizinische Frage handelt.
2023.04.23;14:10:38;User;!!! Senden geklickt ohne Input !!!
2023.04.23;14:10:40;AI Doktor; Entschuldigung, aber ich kann nur medizinische Fragen beantworten. Bitte stellen Sie eine Frage zu einem Thema Ihrer Gesundheit.
2023.04.23;14:10:58;User;!!! Senden geklickt ohne Input !!!
2023.04.23;14:11:01;AI Doktor; Entschuldigung, aber ich kann nur medizinische Fragen beantworten. Bitte stellen Sie eine Frage zu einem medizinischen Thema, die ich beantworten kann.
2023.04.23;14:11:10;User;!!! Senden geklickt ohne Input !!!
2023.04.23;14:11:13;AI Doktor; Entschuldigung, aber ich kann nur medizinische Fragen beantworten. Wollen Sie mir eine Frage zu einem medizinischen Thema stellen?
