2023.08.29;11:56:00;AI Doktor;Welcome, you are now talking to an AI doctor. As I am part of a scientific experiment, I would appreciate it if you could take the time to answer a super short questionnaire at the end of the interview. Tap Speak to ask your question and then tap Send to submit it to me.
2023.08.29;11:56:14;User;hello i'm maya and i'm not from england but it but it can't speak a little bit english can you speak good english
2023.08.29;11:56:15;AI Doktor; Yes, I can understand and speak very good English. How can I help you today?
2023.08.29;11:56:25;User;i can't speak english but can you help me
2023.08.29;11:56:26;AI Doktor; Of course. Is there a medical problem that you would like to talk to me about?
2023.08.29;11:56:52;User;hi my name is hannah and i
2023.08.29;11:56:52;AI Doktor; Hello Hannah. Is there a medical problem that I can help you with?
2023.08.29;11:57:04;User;hi i hope i can't can't speak english before
2023.08.29;11:57:05;AI Doktor; It is okay that you cannot speak English. What can I do to help you? Is there a medical condition you are concerned about?
2023.08.29;11:57:21;User;can you speak with me english and german
2023.08.29;11:57:22;AI Doktor; Yes, I can understand and speak both English and German. Is there something I can do to help you with a medical question?
2023.08.29;11:57:30;User;thank you you can speak german with me please
2023.08.29;11:57:32;AI Doktor; Ja, ich kann auf Deutsch sprechen. Welche medizinische Frage kann ich Ihnen helfen zu beantworten? (Yes, I can speak German. Which medical question can I help you answer?)
2023.08.29;11:57:50;User;i'm a good thank you you're so beautiful i can't speak german but thanks can you speak
2023.08.29;11:57:51;AI Doktor; Yes, I can understand and speak both English and German. What medical issue do you need help with?
2023.08.29;11:57:59;User;can you speak spain
2023.08.29;11:58:01;AI Doktor; Unfortunately not, I cannot speak in Spanish at this time, but I understand if you want to switch to Spanish for your medical concerns, you can search for a doctor online who can help you in Spanish. Is there something else I can help you with?
2023.08.29;11:58:14;User;kelly cow italy can you italy
2023.08.29;11:58:15;AI Doktor; I'm sorry, but I don't understand what you are asking. Can you tell me what medical issue you would like me to help you with?
2023.08.29;11:58:23;User;i'm a god i'm so excited
2023.08.29;11:58:26;AI Doktor; I'm glad you are excited, but I don't understand what you are asking. Do you have a medical condition that you need help with?
2023.08.29;11:58:35;User;i'm sorry but i can you speak
2023.08.29;11:58:36;AI Doktor; Yes, I can understand and speak both English and German. What medical issue do you need help with?
2023.08.29;11:58:40;User;happens
2023.08.29;11:58:41;AI Doktor; I'm not sure what you mean. Can you give me more context about what you are asking?
